article_id;revenue;total_margin;sales_count;return_rate;product_type_name;colour_group_name;size;price;cost;current_stock;stock_value;return_rate_pct;margin_pct;turnover;revenue_cumsum;revenue_cumsum_pct;abc;cv;xyz;abc_xyz
4105;18122,0;10413,0;13;0,6923076923076923;Blouse;Yellow;48;1394,0;593,0;231;136983,0;69,23076923076923;57,46054519368723;0,05603448275862069;776303212,0;99,74529451239405;C;91,95737722113434;Z;CZ
1437;31252,0;15353,0;13;0,6153846153846154;Jeans;White;42;2404,0;1223,0;227;277621,0;61,53846153846154;49,12645590682197;0,05701754385964912;769656872,0;98,89132259719153;C;107,4923218044291;Z;CZ
3403;36020,0;20410,0;10;0,7;Blouse;Pink;46;3602,0;1561,0;219;341859,0;70,0;56,662965019433656;0,045454545454545456;766703515,0;98,511853004368;C;100,18165319240661;Z;CZ
4827;19320,0;9072,0;12;0,4166666666666667;Coat;Pink;56;1610,0;854,0;219;187026,0;41,66666666666667;46,95652173913044;0,05454545454545454;775722926,0;99,67073498838758;C;134,8399724926484;Z;CZ
1278;38320,0;22784,0;16;0,625;Coat;White;50;2395,0;971,0;211;204881,0;62,5;59,45720250521921;0,07547169811320754;765186782,0;98,3169717035527;C;80,48150549829897;Z;CZ
2080;23280,0;10350,0;15;0,5333333333333333;Jacket;Green;46;1552,0;862,0;210;181020,0;53,333333333333336;44,45876288659794;0,07109004739336493;773923801,0;99,43956983253658;C;103,04456229312548;Z;CZ
4767;55416,0;26388,0;12;0,3333333333333333;Skirt;Blue;40;4618,0;2419,0;209;505571,0;33,33333333333333;47,618016457340836;0,05714285714285714;750164758,0;96,38682870673065;C;95,34625892455924;Z;CZ
3123;17115,0;8265,0;15;0,4;Coat;Yellow;54;1141,0;590,0;203;119770,0;40,0;48,29097283085013;0,07352941176470588;776620053,0;99,78600463489526;C;97,23448696087955;Z;CZ
3421;14310,0;8390,0;10;0,8;Jacket;Beige;52;1431,0;592,0;202;119584,0;80,0;58,63032844164919;0,04926108374384237;777514584,0;99,90094072773404;C;112,49242398733104;Z;CZ
1012;21692,0;12988,0;17;0,23529411764705882;Trousers;Blue;40;1276,0;512,0;200;102400,0;23,52941176470588;59,87460815047022;0,0845771144278607;774570094,0;99,52261043397918;C;106,23826101352138;Z;CZ
1699;54572,0;27426,0;14;0,21428571428571427;Sweater;Brown;48;3898,0;1939,0;199;385861,0;21,428571428571427;50,25654181631606;0,07;751044501,0;96,49986472574203;C;80,35173141952218;Z;CZ
4014;11669,0;6391,0;7;0,42857142857142855;Jacket;White;42;1667,0;754,0;197;148538,0;42,857142857142854;54,76904619076185;0,03535353535353535;777878264,0;99,94766907839332;C;114,60992972940367;Z;CZ
1739;54414,0;26244,0;18;0,5;Coat;Purple;44;3023,0;1565,0;197;308305,0;50,0;48,230234866027125;0,09090909090909091;751207867,0;96,52085522215042;C;82,87754140107481;Z;CZ
2660;10764,0;4472,0;13;0,23076923076923078;Trousers;Blue;52;828,0;484,0;195;94380,0;23,076923076923077;41,54589371980676;0,0663265306122449;778091573,0;99,97507662830199;C;73,19644256296239;Z;CZ
3886;64310,0;26430,0;10;0,7;Jacket;Brown;48;6431,0;3788,0;193;731084,0;70,0;41,09780749494635;0,05154639175257732;740770217,0;95,1797471896523;C;100,18165319240661;Z;CZ
